name,year,km_driven,mileage,engine,max_power,selling_price
Jeep Compass 2.0 Limited Plus 4X4,2019,25000,16.3,1956,170.63,2150000
Mahindra XUV500 W8 2WD,2013,60000,15.1,2179,140,540000
Toyota Fortuner 4x4 AT,2017,60000,12.55,2982,168.5,2750000
Mahindra Scorpio 1.99 S10 4WD,2016,112000,15.4,1997,120,1000000
Audi A4 35 TDI Premium Plus,2018,15000,18.25,1968,187.74,2900000
Mahindra TUV 300 mHAWK100 T8,2017,40000,18.49,1493,100,725000
Maruti Ciaz Alpha Diesel,2018,36000,28.09,1248,88.5,975000
Maruti Wagon R VXI,2016,60000,21.79,998,67.05,355000
Honda CR-V 2.4L 4WD MT,2008,120000,11.1,2354,158.8,400000
Maruti Alto 800 VXI BSIV,2015,48000,24.7,796,47.3,265000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,40000,20.14,1498,88,650000
Maruti Ciaz 1.3 Alpha,2017,60000,28.09,1248,88.5,720000
Hyundai Verna 1.6 VTVT S,2016,25000,17.01,1591,121.3,850000
Maruti Alto K10 VXI,2015,42000,23.95,998,67.05,290000
Mercedes-Benz E-Class E 250 Elegance,2010,35000,10.93,2497,204,1200000
Mahindra TUV 300 T8 AMT,2016,90000,18.49,1493,100,600000
Maruti Ritz VDi,2011,90000,21.1,1248,73.9,300000
Renault Pulse RxL,2012,110000,23.08,1461,63.12,225000
Maruti Swift Dzire VDi,2009,70000,19.3,1248,73.9,240000
Hyundai Verna 1.6 SX,2014,80000,22.32,1582,126.32,700000
Maruti Swift VDI BSIV,2014,70000,25.2,1248,74,470000
Hyundai i20 Active 1.4 SX Dual Tone,2016,80000,21.19,1396,88.73,800000
Renault Duster 110PS Diesel RxZ,2012,90000,19.01,1461,108.45,450000
Tata Indica V2 DLE BSII,2007,90000,17.2,1396,53.5,90000
Toyota Corolla Altis Diesel D4DG,2010,120000,21.43,1364,87.2,450000
Toyota Innova Crysta 2.8 GX AT BSIV,2017,62000,11.36,2755,171.5,1465000
Hyundai Creta 1.6 CRDi SX Plus,2016,79000,19.67,1582,126.2,925000
Toyota Innova Crysta 2.4 GX MT BSIV,2016,60000,13.68,2393,147.8,1385000
Toyota Fortuner 4x4 MT,2015,20000,12.55,2982,168.5,2000000
Tata Indigo LS,2004,248200,16.1,1405,70,80000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,110000,10.5,2179,120,300000
Maruti Swift Dzire VDi,2009,100000,19.3,1248,73.9,360000
Hyundai Verna Transform CRDi VGT SX ABS,2010,70000,16.2,1493,110,320000
Ambassador Classic 2000 DSZ AC PS,1994,100000,12.8,1995,52,99000
Maruti Ertiga SHVS ZDI,2016,50000,24.52,1248,88.5,780000
Maruti Ertiga VDI,2013,139000,20.77,1248,88.76,620000
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,120000,13.1,1781,149.5,100000
Tata Indica Vista Safire GLX,2014,35000,16.7,1172,64.1,210000
Mahindra Bolero 2011-2019 SLE,2015,80000,15.96,2523,62.1,375000
Renault Triber RXZ,2019,7720,20,999,71,786000
Mahindra XUV500 W8 AWD,2014,50000,15.1,2179,140,1000000
Maruti Zen D,2002,60000,20.8,1527,58,120000
Mahindra Verito Vibe 1.5 dCi D6,2016,100000,20.8,1461,64.1,750000
Hyundai i20 Magna 1.2,2016,57882,18.6,1197,81.83,550000
Tata Safari Storme LX,2018,142000,14.1,2179,147.94,875000
Tata Safari Storme LX,2018,140000,14.1,2179,147.94,890000
Maruti Ertiga ZXI,2015,35000,16.02,1373,93.7,700000
Mahindra Bolero 2011-2019 SLX,2015,30000,15.96,2523,62.1,550000
Datsun GO T Petrol,2018,10000,19.83,1198,67,400000
Maruti Celerio VXI,2015,30000,23.1,998,67.04,290000
Tata Indigo CS LS (TDI) BS III,2012,90000,19.09,1396,69,150000
Maruti Eeco 7 Seater Standard BSIV,2015,35000,15.37,1196,73,300000
Maruti Wagon R LXI,2008,35008,21.79,998,67.05,221000
Datsun RediGO T,2017,31100,22.7,799,53.64,270000
Hyundai Xcent 1.1 CRDi Base,2014,42312,24.4,1120,71,455000
Toyota Etios G Safety,2011,72000,17.6,1496,88.7,300000
Toyota Etios Liva 1.4 GD,2014,54891,23.59,1364,67.04,480000
Hyundai Verna CRDi 1.6 AT SX Plus,2018,30000,22,1582,126.2,1000000
BMW 3 Series 320d Luxury Line Plus,2017,44000,22.69,1995,190,2600000
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,18890,11.36,2755,171.5,1850000
Hyundai Santro Magna BSIV,2019,5000,20.3,1086,68,500000
Mahindra Ssangyong Rexton RX7,2013,117000,11.18,2696,184,800000
Renault Koleos 2.0 Diesel,2013,75010,13.73,1995,148,1000000
Tata Manza Club Class Quadrajet90 LS,2013,50000,21.02,1248,88.8,250000
Renault Pulse RxZ Optional,2012,100000,23.08,1461,63.1,245000
Hyundai Grand i10 Magna AT,2019,4337,18.9,1197,82,625000
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,14495,18.78,999,75,560000
Honda Jazz 1.2 V i VTEC,2018,8576,18.7,1199,88.7,680000
Maruti Swift Dzire VDI,2019,30000,28.4,1248,74.02,700000
Tata Indigo eCS LX BSIV,2013,80000,23.03,1396,69,220000
Tata Indigo CS LX (TDI) BS-III,2017,70000,19.09,1405,69.01,450000
Tata Tigor 1.2 Revotron XZA,2017,19723,20.3,1199,84,525000
Toyota Innova 2.5 GX 7 STR,2009,242000,12.8,2494,102,650000
BMW 6 Series GT 630d Luxury Line,2018,22000,17.09,2993,261.4,5500000
Maruti Swift Dzire AMT ZDI Plus,2017,30000,28.4,1248,74.02,875000
Hyundai i20 Asta Option 1.2,2019,9000,18.6,1197,81.83,785000
Honda WR-V i-VTEC VX,2017,30000,17.5,1199,88.7,819999
BMW 3 Series GT Luxury Line,2016,60000,21.76,1995,188,2950000
Toyota Innova Crysta 2.4 ZX MT,2016,27000,13.68,2393,147.51,1925000
Honda WR-V i-DTEC VX,2017,39000,25.5,1498,98.6,885000
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,64000,16.05,1499,110.4,680000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,42000,23,1498,98.96,960000
Honda Brio 1.2 VX MT,2012,45000,18.5,1198,86.8,385000
Tata Harrier XZ,2019,15000,17,1956,167.67,1650000
Mahindra TUV 300 mHAWK100 T8,2018,55000,18.49,1493,100,890000
Ford Endeavour 3.0L 4X4 AT,2015,64000,11.4,2953,153.86,1275000
BMW 6 Series GT 630d Luxury Line,2018,27000,17.09,2993,261.4,6000000
Maruti Ciaz Delta Automatic BSIV,2019,15000,20.28,1462,103.25,1025000
Volkswagen Polo GT TSI,2016,69000,17.2,1197,103.6,675000
Maruti Swift Dzire ZXI Plus BS IV,2017,80000,22,1197,81.8,700000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,60000,22.77,1498,98.59,780000
Hyundai Verna 1.6 SX CRDi (O),2017,70000,22.32,1582,126.32,1050000
Audi Q5 45 TDI quattro Technology,2015,105000,13.22,2967,241.4,2700000
Tata Bolt Quadrajet XE,2016,100000,22.95,1248,74,400000
Mahindra Bolero 2011-2019 Plus Non AC,2011,100000,15.96,2523,62.1,400000
Maruti Alto LX BSIII,2009,90000,19.7,796,46.3,85000
Tata Hexa XM,2018,35000,17.6,2179,153.86,1300000
Mahindra TUV 300 mHAWK100 T8,2018,11500,18.49,1493,100,819999
Mahindra TUV 300 T6 Plus AMT,2015,40000,18.49,1493,100,620000
Renault KWID 1.0 RXL,2018,50000,23.01,999,67,260000
Hyundai Elantra S,2016,49900,16.3,1797,147.5,805000
Hyundai Grand i10 Asta,2015,55380,18.9,1197,82,484999
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2711000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,11000,17,1198,108.5,811000
Honda Jazz 1.2 V AT i VTEC,2015,50000,19,1199,88.7,575000
Jeep Compass 2.0 Longitude Option BSIV,2018,80000,17.1,1956,170,1675000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Jaguar XF Diesel,2015,13500,14.74,2993,270.9,2500000
Mercedes-Benz CLA 200 CGI Sport,2018,18000,15.04,1991,183,2550000
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,16000,14.74,1991,181.04,2700000
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,18816,17,1198,73.75,650000
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,33019,13.68,2393,147.8,1748999
Honda City V AT,2017,18000,15.6,1497,116.3,925000
Toyota Glanza V CVT,2019,9654,19.56,1197,81.8,894999
Maruti Alto K10 VXI,2011,11000,23.95,998,67.05,175000
Maruti Swift VXI,2012,24300,21.21,1197,81.8,340000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,42163,11.36,2755,171.5,1525000
Maruti Ciaz S 1.3,2017,47747,28.09,1248,88.5,810000
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,8000,21.5,1497,108.5,1025000
BMW 3 Series 320d Luxury Line,2016,30000,22.69,1995,190,2150000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,70000,12.99,2494,100,910000
Tata Indica V2 DLX BSIII,2016,60000,17.88,1405,48.21,300000
Maruti Zen LXi - BS III,2004,80000,17.3,993,60,120000
Hyundai i20 Era 1.2,2015,45900,18.6,1197,81.83,490000
Honda Amaze S i-Dtech,2013,70000,25.8,1498,98.6,425000
Maruti Alto LXi,2011,40000,19.7,796,46.3,155000
Mahindra Scorpio SLE BSIV,2013,90000,12.05,2179,120,490000
Maruti Alto LXi BSIII,2010,105000,19.7,796,46.3,132000
Hyundai Elite i20 Diesel Sportz,2018,30000,22.54,1396,88.76,750000
Maruti Wagon R VXI BS IV with ABS,2011,20000,18.9,998,67.1,225000
Hyundai i10 Sportz,2011,80000,20.36,1197,78.9,240000
Maruti Wagon R VXI,2004,90000,18.9,998,67.1,33351
Chevrolet Spark 1.0,2010,80000,18,995,62,80000
Maruti 800 Std,2004,120000,16.1,796,37,40000
Honda BRV i-DTEC V MT,2019,50000,21.9,1498,98.6,1100000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,13.6,1999,177,2711000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Tata Safari Storme EX,2015,110000,14.1,2179,147.94,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,18,1969,190,3800000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Maruti Wagon R LXI,2013,58343,21.79,998,67.05,225000
Maruti Baleno Alpha 1.3,2018,38817,27.39,1248,74,740000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Maruti Swift AMT VVT VXI,2019,5621,22,1197,81.8,650000
Toyota Etios VX,2017,25538,16.78,1496,88.73,625000
Maruti Swift AMT ZXI,2018,69779,22,1197,81.8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,24,1186,73.97,450000
BMW X4 M Sport X xDrive20d,2019,7500,16.78,1995,190,5400000
BMW X4 M Sport X xDrive20d,2019,8500,16.78,1995,190,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,14.3,1598,103.5,645000
Volvo V40 D3 R-Design,2018,2000,16.8,1984,150,2475000
Hyundai Xcent 1.1 CRDi S,2016,80000,24.4,1120,71,380000
Tata New Safari DICOR 2.2 EX 4x2,2011,120000,11.57,2179,138.1,300000
Maruti Alto 800 LXI Anniversary Edition,2014,50000,22.74,796,47.3,240000
Maruti Swift VDI,2011,70000,22.9,1248,74,325000
Mahindra KUV 100 mFALCON D75 K6,2016,130000,25.32,1198,77,400000
Renault Lodgy Stepway 85PS RXZ 8S,2017,50000,21.04,1461,83.8,800000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,80000,23,1498,98.96,950000
Maruti Swift VDI,2013,120000,22.9,1248,74,300000
Maruti Alto 800 LXI,2020,5000,22.05,796,47.3,350000
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,59000,18.15,1198,82,530000
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,100000,18.2,1248,73.8,350000
Hyundai Sonata 2.4L AT,2008,50000,11,2359,165,168000
Renault KWID RXT,2016,45000,25.17,799,53.3,240000
Maruti Swift Dzire VDi,2010,80000,19.3,1248,73.9,220000
Maruti Wagon R LXI Minor,2008,80000,18.9,1061,67,110000
Maruti Vitara Brezza ZDi Plus,2016,100000,24.3,1248,88.5,850000
Maruti Ertiga VDI,2014,110000,20.77,1248,88.76,545000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,24000,13.68,2393,147.8,2064000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,25000,25.1,1248,88.5,950000
Hyundai EON Magna Plus,2013,68697,21.1,814,55.2,200000
Maruti Swift VDI Optional,2017,30000,25.2,1248,74,660000
Honda Amaze VX i-DTEC,2013,40000,25.8,1498,98.6,420000
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,29000,16.5,1172,65,150000
Chevrolet Beat Diesel LS,2013,68000,25.44,936,57.6,175000
Honda Amaze S CVT i-VTEC,2018,15000,18.1,1199,88.7,750000
Maruti Ritz VDi,2014,70000,23.2,1248,73.94,425000
Toyota Corolla Altis D-4D G,2015,126000,21.43,1364,87.2,790000
Toyota Innova 2.5 V Diesel 7-seater,2011,300000,12.8,2494,102,830000
Honda Mobilio RS i DTEC,2015,94000,24.5,1498,98.6,650000
Toyota Corolla Altis D-4D J,2015,129000,21.43,1364,87.2,780000
Hyundai i10 Magna 1.1L,2010,55000,19.81,1086,68.05,180000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,40000,23,1498,98.96,869999
Tata Manza Aura (ABS) Quadrajet BS IV,2011,50000,21.12,1248,88.8,275000
Hyundai i20 1.2 Asta Option,2017,25000,18.6,1197,81.83,630000
Toyota Corolla H2,2008,60000,13.4,1794,125,150000
Maruti Alto 800 LXI,2016,25000,22.74,796,47.3,315000
Tata Indigo CR4,2011,70000,23.57,1396,70,189000
Maruti Swift Dzire VDI,2014,120000,23.4,1248,74,580000
Maruti Vitara Brezza VDi,2018,35000,24.3,1248,88.5,825000
Tata Safari Storme VX,2016,60000,14.1,2179,148,650000
Honda City 1.3 EXI,2004,62000,13,1343,90,50000
Skoda Fabia 1.2 MPI Ambition,2011,120000,16.25,1198,73.9,200000
Tata Venture LX 7 Str,2013,120000,15.42,1405,70,135000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,80000,22.54,1396,88.73,680000
Hyundai i20 1.4 Sportz,2017,80000,22.54,1396,88.73,670000
BMW 5 Series 525d,2010,60000,16.73,1995,218,1000000
Maruti Alto K10 2010-2014 VXI,2010,80000,20.92,998,67.1,240000
Force One SX ABS 7 Seating,2014,147279,17,2200,139.01,555000
Skoda Rapid 1.6 TDI Ambition Plus,2013,98000,20.5,1598,103.5,455000
Maruti Swift Dzire VDI,2018,25000,28.4,1248,74.02,750000
Maruti Swift Dzire AMT ZDI,2016,90000,26.59,1248,74,700000
Tata Nano XTA,2016,22000,21.9,624,37.48,220000
Tata Indica V2 eLX,2014,120000,25,1396,69,160000
Chevrolet Sail Hatchback Diesel,2013,100000,22.1,1248,76.9,225000
Tata Indigo CS LX (TDI) BS III,2008,120000,19.09,1396,69,140000
Maruti Swift Dzire VDI,2014,70000,23.4,1248,74,600000
Mahindra XUV500 W10 2WD,2015,24700,16,2179,140,1000000
Chevrolet Spark 1.0 LS,2008,100000,18,995,62,65000
Maruti Ignis 1.2 Delta BSIV,2019,10000,20.89,1197,81.8,500000
Mahindra XUV500 W10 2WD,2017,88754,16,2179,140,1100000
Mahindra XUV500 W6 2WD,2017,43526,16,2179,140,1150000
Skoda Fabia 1.2 MPI Ambition Plus,2012,55885,16.25,1198,75,320000
Ford Ecosport 1.5 Diesel Titanium,2019,16034,21.7,1498,98.96,950000
Ford Figo Diesel EXI,2012,156040,20,1399,68,250000
Ford Endeavour 2.5L 4X2 MT,2004,93415,13.1,2499,141,400000
BMW 5 Series 520d,2008,122000,18.48,1995,177,1100000
Maruti Baleno Delta 1.3,2017,20000,27.39,1248,74,600000
Maruti Swift VVT VXI,2017,46000,22,1197,81.8,509999
Skoda Rapid 1.6 MPI Active BSIV,2016,50000,15.41,1598,103.2,395000
Maruti Wagon R VXI,2018,5000,21.79,998,67.05,469000
Maruti Alto 800 LX Optional,2017,42000,24.7,796,47.3,250000
Chevrolet Spark 1.0 LT,2011,68519,16.2,995,62.1,130000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,30000,23,1498,98.96,906000
Ford Figo Diesel ZXI,2011,85000,20,1399,68,160000
Maruti Swift Dzire VXi,2012,88000,17.5,1298,85.8,300000
Maruti 800 Uniq,2010,100000,14,796,37.5,60000
Maruti Swift Dzire VXI,2014,100000,19.1,1197,85.8,400000
Tata Tiago XT,2018,22966,23.84,1199,84.48,450000
Mahindra Bolero 2011-2019 SLX,2014,80000,15.96,2523,62.1,465000
Maruti Swift VDI,2012,80000,22.9,1248,74,325000
Maruti Alto LXi,2008,70000,19.7,796,46.3,150000
Hyundai EON Era Plus,2014,2350,21.1,814,55.2,250000
Maruti Alto LXi,2011,50000,19.7,796,46.3,175000
Maruti Alto LXi,2010,58000,19.7,796,46.3,175000
Honda City 2017-2020 VTEC,2006,80000,16.9,1497,100,150000
Mahindra Bolero Power Plus SLX,2018,60000,16.5,1493,70,797000
Hyundai Elite i20 Asta Option BSIV,2019,35000,18.6,1197,81.86,800000
Mahindra Bolero 2011-2019 SLX,2019,59872,15.96,2523,62.1,750000
Mahindra Scorpio M2DI,2011,140000,13.5,2179,115,400000
Maruti Alto LX,2012,110000,19.7,796,46.3,160000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,91182,15.96,2523,62.1,700000
Maruti Alto LXi,2010,60000,19.7,796,46.3,160000
Hyundai i20 Asta 1.4 CRDi,2012,100000,21.27,1396,88.76,400000
Toyota Etios Liva GD,2013,120000,23.59,1364,67.06,451000
Maruti 800 Std BSIII,2002,80000,16.1,796,37,40000
Tata Manza Aura (ABS) Quadrajet BS IV,2012,70000,21.12,1248,88.8,300000
Maruti Celerio ZXI Optional,2017,59500,23.1,998,67.04,421000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,45000,24.3,1248,88.5,950000
Hyundai i20 1.4 CRDi Asta,2011,75500,23,1396,90,395000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,46000,24.3,1248,88.5,950000
Maruti Alto 800 LXI,2013,60000,22.74,796,47.3,270000
Hyundai i20 1.4 Asta (AT),2009,60000,15,1396,100,360000
Maruti Swift Ldi BSIII,2008,152500,17.8,1248,75,235000
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,60000,13,2143,201.1,1850000
Toyota Fortuner 4x2 AT,2015,130000,12.55,2982,168.5,1900000
Hyundai Grand i10 Sportz,2017,23456,18.9,1197,82,550000
Mahindra XUV500 W10 2WD,2015,39000,16,2179,140,1225000
Honda WR-V i-VTEC S,2017,15000,17.5,1199,88.7,700000
Jeep Compass 2.0 Limited Option,2017,69123,17.1,1956,170,1650000
Honda Brio V MT,2012,26000,19.4,1198,86.8,376000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,77524,22.7,1498,89.84,875000
Hyundai i20 Sportz 1.2,2014,40523,18.5,1197,82.85,459999
Maruti Swift VDI,2018,39000,28.4,1248,74,755000
Audi A6 35 TFSI Matrix,2019,7800,15.26,1798,187.74,6223000
Audi A6 35 TFSI Matrix,2019,11500,15.26,1798,187.74,5923000
Audi A6 35 TFSI Matrix,2019,23600,15.26,1798,187.74,6523000
Toyota Fortuner 3.0 Diesel,2010,220000,11.5,2982,171,1050000
Mahindra XUV500 W8 4WD,2015,120000,15.1,2179,140,1050000
Maruti Baleno Alpha Automatic,2018,25000,21.4,1197,83.1,800000
Maruti Swift VDI BSIV,2015,31000,25.2,1248,74,600000
Maruti Baleno Sigma 1.2,2017,42000,21.4,1197,83.1,530000
Maruti Swift Dzire VXI,2015,80000,20.85,1197,83.14,450000
Maruti Alto K10 2010-2014 VXI,2011,60000,20.92,998,67.1,235000
Maruti Swift Dzire ZDI,2013,240000,23.4,1248,74,550000
Skoda Rapid 1.6 MPI AT Elegance,2013,35000,14.3,1598,103.5,395000
Tata Tigor 1.2 Revotron XT,2018,35000,20.3,1199,84,450000
Renault Triber RXT BSIV,2019,5000,20,999,72,600000
Maruti Vitara Brezza VDi Option,2016,110000,24.3,1248,88.5,610000
Hyundai i20 1.2 Asta Option,2017,20000,18.6,1197,81.83,690000
Tata Nexon 1.2 Revotron XZ Plus,2018,15000,17,1198,108.5,790000
Maruti Alto K10 2010-2014 VXI,2014,40000,20.92,998,67.1,254999
Honda Jazz 1.2 V i VTEC,2016,41000,18.7,1199,88.7,500000
Mahindra Bolero SLX,2011,100000,13.6,2523,63,340000
Tata Sumo CX 9 Seater,2008,120000,12.2,1948,68,150000
Mahindra Bolero SLX,2007,110000,13.6,2523,63,245000
Volkswagen Vento 1.5 TDI Comfortline,2015,120000,20.34,1498,103.2,515000
Ambassador Grand 1500 DSZ BSIII,2008,60000,12.8,1995,52,122000
Hyundai i10 Magna 1.1L,2009,35000,19.81,1086,68.05,160000
Maruti Alto LX,2007,120000,19.7,796,46.3,110000
Maruti Swift LDI BSIV,2014,70000,25.2,1248,74,360000
Hyundai Verna Transform SX VGT CRDi,2011,90000,16.2,1493,110,260000
Maruti Alto LXi,2007,60000,19.7,796,46.3,128000
Hyundai Verna 1.6 CRDi S,2015,80000,23.9,1582,126.2,600000
Toyota Fortuner 3.0 Diesel,2010,151000,11.5,2982,171,800000
Maruti Swift Dzire VDI,2019,25000,28.4,1248,74.02,675000
Mahindra XUV500 W10 2WD,2015,24700,16,2179,140,1000000
Chevrolet Spark 1.0 LS,2008,100000,18,995,62,65000
Maruti Ignis 1.2 Delta BSIV,2019,10000,20.89,1197,81.8,500000
Maruti SX4 Zxi BSIII,2010,50000,15,1586,104.68,300000
Maruti 800 AC,2009,80000,16.1,796,37,125000
Hyundai Grand i10 Asta Option,2017,25000,18.9,1197,82,550000
Maruti Alto LXi,2007,80000,19.7,796,46.3,150000
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,80000,15.4,2179,120,891000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,12.99,2494,100.6,1050000
Maruti Baleno RS 1.0 Petrol,2018,15000,21.1,998,100.5,750000
Hyundai i20 Magna Optional 1.2,2012,27500,18.5,1197,82.9,380000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,110000,12.99,2494,100.6,800000
Mahindra Logan Petrol 1.4 GLE,2010,120000,15.7,1390,75,200000
Maruti Ciaz VDi Option SHVS,2016,70000,28.09,1248,88.5,700000
Toyota Qualis FS B3,2002,290000,13.1,2446,75,229999
Honda Accord 2.4 MT,2010,74000,12.8,2354,177.6,300000
Honda Mobilio S i DTEC,2015,120000,24.2,1498,98.6,670000
Honda City 2017-2020 GXi,2007,140000,17.7,1497,78,210000
Maruti Ignis 1.2 Delta BSIV,2017,40000,20.89,1197,81.8,370000
Maruti Baleno Delta Automatic,2019,20000,21.4,1197,83.1,600000
Maruti Vitara Brezza VDi,2020,15000,24.3,1248,88.5,810000
Tata Tiago 1.2 Revotron XE,2019,16000,23.84,1199,84,346000
Honda City 1.3 EXI,2005,130000,13,1343,90,55000
Tata Safari DICOR 2.2 EX 4x2,2012,118000,13.93,2179,138.03,250000
Maruti Swift ZXI BSIII,2006,44000,16.1,1298,88.2,120000
Maruti Ertiga ZDI,2013,50000,20.77,1248,88.8,600000
Maruti Eeco 5 Seater AC BSIV,2016,60000,15.37,1196,73,330000
Hyundai i20 Sportz Option 1.2,2014,147000,18.6,1197,81.83,400000
Tata Indica V2 DLS TC,2004,40000,16.8,1405,62,100000
Maruti Swift Dzire VXI,2014,100000,19.1,1197,85.8,450000
Maruti Ertiga SHVS ZDI Plus,2017,55000,24.52,1248,88.5,800000
Maruti Celerio ZDi,2015,40000,27.62,793,47,340000
Maruti Ritz VDi,2010,64000,21.1,1248,73.9,225000
Maruti Zen LXI,2002,100000,17.3,993,60,55000
Maruti Ertiga SHVS ZDI Plus,2016,50000,24.52,1248,88.5,900000
Volvo S60 D4 SUMMUM,2014,30000,9,1984,181,2500000
Maruti Wagon R VXI Plus,2018,30000,20.51,998,67.04,465000
Maruti Zen LXI,2004,150000,17.3,993,60,70000
Tata Zest Revotron 1.2 XT,2016,24177,17.57,1193,88.7,400000
Tata Indigo LX,2012,80000,16.1,1405,70,185000
Maruti Wagon R LXI,2006,150000,18.9,998,67.1,140000
Renault Lodgy 85PS RxE 7 Seater,2015,120000,21.04,1461,83.8,415000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,121779,12.05,2179,120,532000
Maruti Baleno Delta 1.3,2017,56000,27.39,1248,74,600000
Maruti SX4 Vxi BSIII,2008,100000,15,1586,104.68,150000
Maruti Swift LXI Option,2018,12000,20.4,1197,81.8,459999
Maruti Vitara Brezza ZDi,2017,15381,24.3,1248,88.5,800000
Mahindra Bolero SLX 4WD BSIII,2011,5000,13.6,2523,63,310000
Nissan Terrano XV Premium 110 PS,2014,40000,19.01,1461,108.5,475000
Maruti Wagon R LXI CNG,2016,35000,26.6,998,58.16,310000
Maruti Alto K10 LXI,2018,10000,23.95,998,67.05,350000
Mahindra XUV500 W10 AWD,2019,10000,16,2179,140,1800000
Maruti Swift AMT ZXI BSIV,2018,25000,22,1197,81.8,640000
Maruti Wagon R AMT VXI,2017,50000,20.51,998,67,350000
Tata Nexon 1.2 Revotron XE,2018,30000,17,1198,108.5,600000
Hyundai Verna 1.6 CRDi SX,2015,23000,23.9,1582,126.2,575000
Mahindra Thar CRDe ABS,2019,15000,16.55,2498,105,974000
Maruti Wagon R AMT VXI,2018,5000,20.51,998,67,445000
Maruti Ertiga VDI,2015,15000,20.77,1248,88.76,580000
Hyundai Creta 1.4 EX Diesel,2020,20000,22.1,1396,88.7,1050000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,50000,22.77,1498,98.59,600000
Ford Figo 1.2P Ambiente MT,2017,40000,18.16,1196,86.8,370000
Maruti Zen Estilo 1.1 VXI BSIII,2007,70000,18.2,1061,64,150000
Maruti Celerio ZXI Optional,2017,15000,23.1,998,67.04,483000
Hyundai Grand i10 Magna,2016,10000,18.9,1197,82,470000
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,25000,24.3,1248,88.5,950000
